,UnixTime,YEAR,MO,DY,date,week,ALLSKY_KT,Radiation,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,WS2M,T2M,TS,QV2M,RH2M,PRECTOTCORR,PRESSION,SPEED,WIND,CLRSKY_SFC_SW_DWN,WS50M,WD50M,DayLengthinsec
4275,1347667200.0,2012.0,9.0,15.0,15/09/2012,37.0,0.33,384.62,60.86,118.28,8.6,0.23,1.14,1.73,16.37,17.3,9.7,80.0,3.81,95.28,2.36,315.5,6.18,3.0,315.25,128520.0
4276,1347753600.0,2012.0,9.0,16.0,16/09/2012,38.0,0.29,388.54,53.2,111.09,7.23,0.18,0.9,1.84,18.94,20.3,10.13,72.88,0.11,94.77,2.61,202.5,5.91,3.77,206.38,128640.0
4277,1347840000.0,2012.0,9.0,17.0,17/09/2012,38.0,0.64,382.25,108.41,121.92,14.23,0.35,1.77,1.98,21.42,22.54,10.44,66.62,1.69,94.34,2.91,159.25,6.52,4.52,173.88,128760.0
4278,1347926400.0,2012.0,9.0,18.0,18/09/2012,38.0,0.59,361.84,101.12,119.07,13.17,0.32,1.61,3.05,19.64,20.28,8.85,60.44,1.51,94.95,4.52,28.56,6.3,6.27,28.69,128820.0
4279,1348012800.0,2012.0,9.0,19.0,19/09/2012,38.0,0.73,347.11,121.35,121.47,15.52,0.35,1.77,2.41,21.4,21.63,7.26,45.25,0.01,94.93,3.7,175.06,6.5,5.75,176.19,129000.0
4280,1348099200.0,2012.0,9.0,20.0,20/09/2012,38.0,0.73,351.26,119.39,120.31,15.26,0.35,1.77,3.62,24.12,24.56,9.22,49.94,0.0,94.72,5.25,192.06,6.47,8.0,192.38,129120.0
4281,1348185600.0,2012.0,9.0,21.0,21/09/2012,38.0,0.74,337.23,119.13,119.2,15.15,0.34,1.72,3.13,24.28,24.82,8.0,44.62,0.0,94.59,4.59,185.31,6.51,7.19,185.62,129180.0
4282,1348272000.0,2012.0,9.0,22.0,22/09/2012,38.0,0.73,338.12,116.34,116.4,14.65,0.34,1.67,2.23,23.9,24.65,7.2,41.12,0.0,94.93,3.41,191.88,6.35,5.9,191.44,129300.0
4283,1348358400.0,2012.0,9.0,23.0,23/09/2012,39.0,0.7,353.37,114.61,119.26,14.78,0.36,-999.0,2.52,24.36,25.25,8.61,46.94,0.0,95.14,3.77,196.94,6.33,6.33,197.12,129480.0
4284,1348444800.0,2012.0,9.0,24.0,24/09/2012,39.0,0.71,369.45,116.0,119.84,15.02,0.36,1.8,4.52,25.62,26.3,10.62,52.19,0.0,94.82,6.48,193.38,6.35,9.11,193.62,129540.0
4285,1348531200.0,2012.0,9.0,25.0,25/09/2012,39.0,0.72,375.16,116.87,117.39,14.98,0.36,1.83,5.16,25.7,26.41,10.8,52.38,0.03,94.43,7.37,186.69,6.19,10.02,187.62,129660.0
4286,1348617600.0,2012.0,9.0,26.0,26/09/2012,39.0,0.64,393.36,104.85,114.91,13.58,0.33,1.66,3.95,24.91,25.67,12.82,63.88,0.17,94.55,5.62,172.12,6.04,7.81,172.75,129780.0
4287,1348704000.0,2012.0,9.0,27.0,27/09/2012,39.0,0.41,400.83,69.62,111.02,9.38,0.23,1.16,1.96,22.57,22.73,13.98,77.56,8.93,94.87,2.95,142.5,5.83,4.53,143.38,129900.0
4288,1348790400.0,2012.0,9.0,28.0,28/09/2012,39.0,0.25,400.34,43.68,105.09,6.16,0.16,0.86,2.17,20.59,20.61,14.16,88.0,74.51,94.79,3.19,94.31,5.47,4.55,95.56,130020.0
4289,1348876800.0,2012.0,9.0,29.0,29/09/2012,39.0,0.17,402.52,31.67,108.23,4.71,0.13,0.68,5.26,19.04,19.06,13.12,90.06,52.81,94.4,7.55,70.69,5.56,10.03,56.88,130140.0
4290,1348963200.0,2012.0,9.0,30.0,30/09/2012,40.0,0.53,369.62,84.02,108.62,10.98,0.27,1.41,3.62,18.69,18.79,11.41,81.25,0.46,94.44,5.27,252.19,5.76,7.08,252.69,130260.0
4291,1349049600.0,2012.0,10.0,1.0,01/10/2012,40.0,0.68,350.03,106.26,110.71,13.54,0.31,1.56,3.03,18.37,18.35,10.19,75.06,0.24,94.49,4.56,208.0,5.86,7.27,223.12,130380.0
4292,1349136000.0,2012.0,10.0,2.0,02/10/2012,40.0,0.73,313.16,109.67,110.3,13.8,0.3,1.5,2.77,16.96,16.57,7.75,63.12,0.0,94.69,4.16,279.5,6.0,6.16,279.94,130440.0
4293,1349222400.0,2012.0,10.0,3.0,03/10/2012,40.0,0.69,330.62,105.55,111.95,13.52,0.3,-999.0,3.74,18.98,18.62,9.4,66.44,0.0,94.49,5.62,180.88,5.94,8.85,181.5,130620.0
4294,1349308800.0,2012.0,10.0,4.0,04/10/2012,40.0,0.59,371.17,91.26,106.49,11.7,0.26,1.31,2.01,19.76,20.54,12.02,80.38,0.0,94.86,3.01,189.69,5.65,4.9,187.62,130740.0
4295,1349395200.0,2012.0,10.0,5.0,05/10/2012,40.0,0.58,382.8,89.0,107.01,11.56,0.27,1.38,2.3,18.26,19.51,10.93,79.56,0.0,94.88,3.27,105.38,5.66,4.36,103.38,130800.0
4296,1349481600.0,2012.0,10.0,6.0,06/10/2012,40.0,0.19,368.16,30.38,100.18,4.43,0.12,0.61,4.0,10.69,11.92,5.86,69.06,0.01,95.11,5.58,41.25,5.38,6.77,56.12,130920.0
4297,1349568000.0,2012.0,10.0,7.0,07/10/2012,41.0,0.21,341.3,33.99,105.2,5.08,0.13,0.68,2.71,7.65,8.7,4.39,64.94,0.0,95.37,3.79,39.62,5.6,4.71,40.0,131100.0
4298,1349654400.0,2012.0,10.0,8.0,08/10/2012,41.0,0.66,314.55,95.88,105.66,12.27,0.28,1.44,1.95,10.68,11.61,5.55,66.94,0.0,95.03,2.98,221.06,5.73,4.67,209.12,131160.0
4299,1349740800.0,2012.0,10.0,9.0,09/10/2012,41.0,0.69,354.2,101.15,103.59,12.87,0.29,1.45,3.5,18.96,18.94,10.19,74.0,0.0,94.42,5.23,218.69,5.5,8.1,219.12,131280.0
4300,1349827200.0,2012.0,10.0,10.0,10/10/2012,41.0,0.51,373.45,76.18,98.18,9.98,0.23,1.22,1.75,16.94,18.19,9.52,76.12,0.0,94.98,2.66,71.44,5.2,4.06,74.62,131400.0
4301,1349913600.0,2012.0,10.0,11.0,11/10/2012,41.0,0.52,388.71,77.73,101.75,10.17,0.25,1.29,3.13,21.88,22.12,13.55,79.5,0.0,94.87,4.64,165.0,5.32,7.22,165.88,131460.0
4302,1350000000.0,2012.0,10.0,12.0,12/10/2012,41.0,0.52,400.98,77.51,101.17,10.27,0.27,1.38,4.02,23.55,23.87,13.79,74.31,0.37,94.91,5.8,165.12,5.27,8.36,165.94,131640.0
4303,1350086400.0,2012.0,10.0,13.0,13/10/2012,41.0,0.34,405.77,53.03,98.23,7.29,0.19,0.98,4.58,23.12,22.9,13.67,72.75,2.51,94.48,6.84,220.25,5.06,9.84,220.81,131760.0
4304,1350172800.0,2012.0,10.0,14.0,14/10/2012,42.0,0.74,323.43,104.29,105.06,13.2,0.3,1.54,2.79,18.26,17.98,6.35,48.25,0.04,94.97,4.44,146.38,5.65,7.02,146.62,131880.0
4305,1350259200.0,2012.0,10.0,15.0,15/10/2012,42.0,0.63,336.12,88.78,103.19,11.66,0.27,1.42,1.71,18.72,17.65,6.9,49.62,0.44,94.89,2.63,169.06,5.58,4.3,168.75,131940.0
4306,1350345600.0,2012.0,10.0,16.0,16/10/2012,42.0,0.38,365.73,57.26,96.8,7.88,0.2,1.01,4.44,19.51,19.42,10.38,69.25,0.0,94.02,6.47,205.44,5.08,9.13,206.12,132060.0
4307,1350432000.0,2012.0,10.0,17.0,17/10/2012,42.0,0.74,332.68,100.82,101.81,12.77,0.29,1.45,3.84,19.84,20.05,8.42,59.31,0.0,93.78,5.63,129.31,5.49,8.2,129.5,132180.0
4308,1350518400.0,2012.0,10.0,18.0,18/10/2012,42.0,0.72,316.42,99.15,101.68,12.62,0.29,1.46,2.3,15.52,15.91,4.64,42.56,0.0,94.6,3.62,61.88,5.41,5.62,61.81,132300.0
4309,1350604800.0,2012.0,10.0,19.0,19/10/2012,42.0,0.76,310.3,101.37,101.55,12.83,0.29,1.45,1.81,16.47,16.44,5.49,46.88,0.0,94.56,3.02,205.31,5.48,5.01,205.56,132420.0
4310,1350691200.0,2012.0,10.0,20.0,20/10/2012,42.0,0.7,360.77,95.32,97.38,12.12,0.28,1.41,3.75,21.07,21.07,9.83,61.06,0.0,94.02,5.56,211.81,5.19,8.6,212.31,46140.0
4311,1350777600.0,2012.0,10.0,21.0,21/10/2012,43.0,0.7,377.52,95.14,95.53,12.02,0.28,1.42,4.35,24.4,24.49,12.63,65.44,0.16,94.1,6.34,197.56,4.97,9.25,198.12,46260.0
4312,1350864000.0,2012.0,10.0,22.0,22/10/2012,43.0,0.41,387.92,57.5,93.92,7.73,0.2,1.02,3.53,22.61,22.66,13.06,73.75,5.89,94.35,5.17,176.56,4.87,7.82,177.25,46380.0
4313,1350950400.0,2012.0,10.0,23.0,23/10/2012,43.0,0.45,391.38,62.0,91.59,8.29,0.2,1.05,3.59,23.3,23.72,13.31,72.75,0.5,94.34,5.2,184.81,4.82,7.62,185.62,46440.0
4314,1351036800.0,2012.0,10.0,24.0,24/10/2012,43.0,0.53,376.01,71.7,93.07,9.5,0.23,1.23,4.44,23.08,23.32,12.45,68.81,0.0,94.19,6.41,178.75,4.92,8.98,179.62,46560.0
4315,1351123200.0,2012.0,10.0,25.0,25/10/2012,43.0,0.57,374.84,76.12,91.45,9.79,0.23,1.16,4.3,17.54,18.25,8.12,60.12,0.02,94.51,6.15,107.25,4.81,8.24,107.5,46680.0
4316,1351209600.0,2012.0,10.0,26.0,26/10/2012,43.0,0.45,337.23,59.84,93.8,8.09,0.2,1.03,5.02,8.71,9.47,3.42,47.69,0.01,95.42,7.16,20.0,5.0,9.41,20.5,46800.0
4317,1351296000.0,2012.0,10.0,27.0,27/10/2012,43.0,0.64,300.93,81.05,93.14,10.41,0.23,1.18,2.09,7.4,8.63,3.05,47.38,0.0,95.39,3.16,38.06,5.07,4.88,37.94,46920.0
4318,1351382400.0,2012.0,10.0,28.0,28/10/2012,44.0,0.76,269.51,93.34,93.52,11.6,0.24,1.21,1.41,9.13,9.6,3.36,46.31,0.0,95.32,2.31,93.88,5.12,3.7,94.06,46920.0
4319,1351468800.0,2012.0,10.0,29.0,29/10/2012,44.0,0.75,284.39,92.04,92.05,11.41,0.22,1.09,2.21,11.52,11.89,4.15,49.69,0.0,95.13,3.56,161.12,5.03,5.99,162.12,47040.0
4320,1351555200.0,2012.0,10.0,30.0,30/10/2012,44.0,0.73,302.17,90.11,90.12,11.15,0.21,1.05,1.66,14.59,14.32,5.68,54.19,0.0,94.68,2.68,181.56,4.9,4.26,182.19,47160.0
4321,1351641600.0,2012.0,10.0,31.0,31/10/2012,44.0,0.71,313.23,87.98,90.62,11.03,0.23,-999.0,1.41,17.74,17.14,6.35,51.5,0.0,94.75,2.55,166.5,4.83,3.99,166.62,47280.0
4322,1351728000.0,2012.0,11.0,1.0,01/11/2012,44.0,0.74,314.68,90.34,90.39,11.22,0.22,1.09,2.44,18.63,18.37,6.96,52.44,0.0,94.71,3.95,213.31,4.87,6.62,213.12,47400.0
4323,1351814400.0,2012.0,11.0,2.0,02/11/2012,44.0,0.73,325.12,88.72,88.87,10.99,0.21,1.03,3.19,19.51,19.58,9.34,66.0,0.0,94.49,4.83,199.88,4.78,7.79,200.12,47460.0
4324,1351900800.0,2012.0,11.0,3.0,03/11/2012,44.0,0.68,342.42,82.44,85.7,10.27,0.2,1.0,1.84,17.26,17.91,8.61,67.69,2.36,94.84,2.82,122.25,4.55,4.72,121.69,47580.0
4325,1351987200.0,2012.0,11.0,4.0,04/11/2012,45.0,0.69,335.23,82.64,82.93,10.16,0.2,0.98,1.89,16.15,16.35,6.47,55.88,0.0,95.03,2.89,149.0,4.42,4.62,148.56,47640.0
4326,1352073600.0,2012.0,11.0,5.0,05/11/2012,45.0,0.71,317.38,84.54,84.57,10.38,0.2,0.95,2.78,15.65,15.72,6.41,58.5,0.0,94.95,4.37,122.25,4.49,6.96,122.19,47760.0
4327,1352160000.0,2012.0,11.0,6.0,06/11/2012,45.0,0.74,296.45,85.44,85.5,10.46,0.19,0.93,1.25,16.98,14.79,4.7,38.69,0.0,95.06,1.8,200.75,4.67,2.34,200.75,47880.0
4328,1352246400.0,2012.0,11.0,7.0,07/11/2012,45.0,0.73,310.77,84.68,84.73,10.38,0.19,0.93,2.12,17.51,16.52,5.74,45.44,0.0,94.97,3.27,170.62,4.58,5.16,171.06,48000.0
4329,1352332800.0,2012.0,11.0,8.0,08/11/2012,45.0,0.67,331.68,77.41,83.3,9.59,0.17,0.86,4.16,19.24,19.18,8.18,58.38,0.0,94.57,6.12,192.12,4.47,9.28,192.62,48060.0
4330,1352419200.0,2012.0,11.0,9.0,09/11/2012,45.0,0.7,340.18,81.23,82.05,9.98,0.19,0.93,4.46,19.71,19.8,9.16,64.06,0.01,94.45,6.49,188.62,4.33,9.4,189.38,48120.0
4331,1352505600.0,2012.0,11.0,10.0,10/11/2012,45.0,0.62,356.64,72.09,80.02,9.09,0.19,0.94,6.38,19.85,19.9,9.77,66.75,0.08,94.15,9.18,181.94,4.26,12.38,182.69,48180.0
4332,1352592000.0,2012.0,11.0,11.0,11/11/2012,46.0,0.52,330.59,59.01,80.05,7.73,0.16,0.84,4.08,15.43,15.69,5.43,45.25,0.43,94.64,5.95,258.56,4.39,8.73,258.5,48300.0
4333,1352678400.0,2012.0,11.0,12.0,12/11/2012,46.0,0.78,249.45,83.58,83.63,10.23,0.2,1.0,2.27,6.26,7.19,2.62,45.56,0.02,95.93,3.43,55.31,4.69,5.52,55.56,48420.0
4334,1352764800.0,2012.0,11.0,13.0,13/11/2012,46.0,0.38,298.13,43.41,73.74,5.84,0.12,0.63,2.48,6.43,6.7,2.44,40.94,0.0,95.77,3.86,142.44,4.1,6.3,142.81,48480.0
4335,1352851200.0,2012.0,11.0,14.0,14/11/2012,46.0,0.74,267.66,79.15,79.19,9.62,0.19,0.91,1.77,8.01,8.33,3.11,48.12,0.0,95.58,2.95,171.62,4.42,5.02,171.88,48600.0
4336,1352937600.0,2012.0,11.0,15.0,15/11/2012,46.0,0.5,329.7,54.15,67.86,6.94,0.13,0.67,2.08,11.26,11.62,6.23,73.69,0.0,95.3,3.28,179.62,3.79,5.38,180.5,48660.0
4337,1353024000.0,2012.0,11.0,16.0,16/11/2012,46.0,0.68,302.12,73.73,76.38,9.09,0.17,0.84,1.76,11.79,12.11,5.8,67.12,0.0,95.61,2.7,133.31,4.11,4.42,133.31,48780.0
4338,1353110400.0,2012.0,11.0,17.0,17/11/2012,46.0,0.62,307.32,67.93,78.41,8.56,0.16,0.82,2.95,12.11,12.48,4.52,50.12,0.0,95.46,4.39,159.31,4.23,6.91,159.94,48840.0
4339,1353196800.0,2012.0,11.0,18.0,18/11/2012,47.0,0.5,343.38,55.29,72.03,7.17,0.14,0.7,3.51,14.3,14.37,6.71,61.62,0.0,95.18,5.14,182.06,3.83,7.74,182.5,48900.0
4340,1353283200.0,2012.0,11.0,19.0,19/11/2012,47.0,0.63,340.82,68.35,71.34,8.38,0.16,0.83,2.38,16.42,16.33,7.75,66.25,0.0,95.07,3.72,232.38,3.81,5.67,233.12,48960.0
4341,1353369600.0,2012.0,11.0,20.0,20/11/2012,47.0,0.72,304.78,74.48,77.01,9.16,0.19,0.94,1.63,14.75,14.5,4.76,46.19,0.0,95.16,2.84,189.31,4.24,4.92,189.94,49020.0
4342,1353456000.0,2012.0,11.0,21.0,21/11/2012,47.0,0.59,337.95,62.82,76.0,8.02,0.16,0.83,2.95,15.48,15.23,7.39,64.06,0.0,95.17,4.59,188.06,4.05,7.01,188.12,49140.0
4343,1353542400.0,2012.0,11.0,22.0,22/11/2012,47.0,0.61,343.96,65.05,71.09,8.02,0.16,0.77,3.47,17.73,17.68,8.18,62.62,0.03,94.78,5.2,212.25,3.76,8.03,212.81,49200.0
4344,1353628800.0,2012.0,11.0,23.0,23/11/2012,47.0,0.44,315.12,46.55,71.01,6.16,0.12,0.62,4.6,11.09,11.25,3.36,39.88,0.0,95.76,6.73,57.88,3.88,9.7,58.44,49260.0
4345,1353715200.0,2012.0,11.0,24.0,24/11/2012,47.0,0.75,277.54,76.18,76.22,9.21,0.16,0.8,2.35,9.57,9.6,3.23,43.31,0.0,95.37,3.69,158.75,4.16,5.89,159.19,49320.0
4346,1353801600.0,2012.0,11.0,25.0,25/11/2012,48.0,0.73,299.95,73.72,73.75,8.88,0.15,0.75,4.02,14.37,14.19,5.86,57.12,0.0,94.34,5.97,220.25,4.03,9.16,220.81,49440.0
4347,1353888000.0,2012.0,11.0,26.0,26/11/2012,48.0,0.7,310.41,71.08,72.99,8.68,0.15,0.73,4.18,11.74,12.08,4.64,53.69,0.0,94.79,6.02,155.44,3.95,8.4,155.75,49440.0
4348,1353974400.0,2012.0,11.0,27.0,27/11/2012,48.0,0.73,262.2,71.44,72.48,8.55,0.14,-999.0,2.31,6.37,6.85,3.23,52.62,0.0,95.71,3.44,244.81,4.02,4.78,215.0,49500.0
4349,1354060800.0,2012.0,11.0,28.0,28/11/2012,48.0,0.74,279.88,72.46,72.48,8.69,0.14,0.69,2.53,10.55,10.55,4.76,60.12,0.0,95.48,4.02,199.06,4.02,6.7,199.5,49560.0
4350,1354147200.0,2012.0,11.0,29.0,29/11/2012,48.0,0.67,305.88,66.64,68.15,8.02,0.13,0.66,3.35,12.92,12.94,6.47,68.69,0.0,95.01,5.02,204.19,3.7,7.98,204.62,49620.0
4351,1354233600.0,2012.0,11.0,30.0,30/11/2012,48.0,0.68,328.18,67.16,69.02,8.14,0.13,0.65,3.38,15.32,15.33,7.2,67.69,0.0,94.79,5.04,215.5,3.75,7.65,215.81,49680.0
4352,1354320000.0,2012.0,12.0,1.0,01/12/2012,48.0,0.7,333.11,68.88,70.01,8.32,0.14,0.68,3.82,16.71,16.52,7.63,67.0,0.0,94.66,5.67,216.25,3.79,8.75,216.44,49740.0
4353,1354406400.0,2012.0,12.0,2.0,02/12/2012,49.0,0.69,344.45,67.73,69.68,8.23,0.14,0.69,3.58,17.91,17.94,9.58,74.06,0.0,94.72,5.26,202.75,3.77,8.16,202.88,49740.0
4354,1354492800.0,2012.0,12.0,3.0,03/12/2012,49.0,0.63,346.52,63.61,68.59,7.82,0.13,0.65,3.36,17.4,17.09,7.87,63.75,0.09,94.53,5.16,228.38,3.66,8.09,228.69,49800.0
4355,1354579200.0,2012.0,12.0,4.0,04/12/2012,49.0,0.73,293.9,70.93,71.43,8.49,0.13,0.66,3.37,12.44,12.48,4.21,46.19,0.0,95.32,5.07,88.56,3.88,7.93,89.06,49860.0
4356,1354665600.0,2012.0,12.0,5.0,05/12/2012,49.0,0.75,264.83,70.38,72.26,8.48,0.13,0.66,1.64,10.82,10.51,2.99,38.0,0.0,95.16,2.84,119.31,4.05,4.85,119.75,49920.0
4357,1354752000.0,2012.0,12.0,6.0,06/12/2012,49.0,0.72,295.14,68.84,69.66,8.27,0.13,0.66,2.84,13.79,12.92,4.52,45.0,0.0,94.19,4.38,229.38,3.84,6.7,229.81,49920.0
4358,1354838400.0,2012.0,12.0,7.0,07/12/2012,49.0,0.59,330.07,58.48,67.66,7.31,0.12,0.6,1.24,11.8,11.9,5.74,62.25,0.0,94.17,2.14,139.81,3.62,3.42,140.0,49980.0
4359,1354924800.0,2012.0,12.0,8.0,08/12/2012,49.0,0.52,343.59,49.72,67.02,6.3,0.11,0.54,1.89,12.44,12.19,5.49,61.06,0.0,94.14,3.09,145.25,3.67,5.11,146.06,50040.0
4360,1355011200.0,2012.0,12.0,9.0,09/12/2012,50.0,0.59,307.46,56.84,68.16,7.16,0.12,0.61,4.35,8.15,8.34,3.85,52.62,0.0,94.4,6.25,146.31,3.76,8.73,146.31,50040.0
4361,1355097600.0,2012.0,12.0,10.0,10/12/2012,50.0,0.77,244.53,70.74,71.23,8.5,0.12,0.63,3.09,0.44,0.72,1.65,41.75,0.0,95.0,4.45,277.44,4.02,5.88,277.5,50040.0
4362,1355184000.0,2012.0,12.0,11.0,11/12/2012,50.0,0.77,235.09,70.9,71.26,8.5,0.13,0.67,1.87,2.03,2.19,1.95,45.62,0.0,94.89,3.08,156.44,3.99,5.31,158.06,50100.0
4363,1355270400.0,2012.0,12.0,12.0,12/12/2012,50.0,0.77,242.44,70.45,70.47,8.39,0.11,0.56,2.62,5.08,4.74,2.38,46.31,0.0,95.14,4.2,193.69,4.0,7.05,194.06,50100.0
4364,1355356800.0,2012.0,12.0,13.0,13/12/2012,50.0,0.71,296.89,66.71,68.55,8.02,0.12,0.62,3.48,8.86,8.8,4.88,63.12,0.0,95.09,5.22,189.94,3.79,8.3,190.25,50100.0
4365,1355443200.0,2012.0,12.0,14.0,14/12/2012,50.0,0.12,350.67,13.12,65.75,1.98,0.03,0.16,4.81,12.57,12.21,8.06,82.5,0.28,94.45,6.98,192.88,3.45,10.04,193.88,50160.0
4366,1355529600.0,2012.0,12.0,15.0,15/12/2012,50.0,0.69,301.23,64.49,70.41,8.02,0.14,0.7,2.89,11.01,10.49,3.97,47.5,0.0,94.34,4.54,264.19,3.89,7.4,264.38,50160.0
4367,1355616000.0,2012.0,12.0,16.0,16/12/2012,51.0,0.62,298.3,59.16,70.2,7.48,0.13,0.67,3.63,12.75,12.48,4.21,45.0,0.0,94.12,5.43,274.88,3.85,8.71,275.19,50160.0
4368,1355702400.0,2012.0,12.0,17.0,17/12/2012,51.0,0.77,258.3,70.4,70.43,8.41,0.13,0.64,3.87,9.8,9.44,2.87,38.56,0.0,94.31,5.82,276.5,3.94,9.23,276.94,50220.0
4369,1355788800.0,2012.0,12.0,18.0,18/12/2012,51.0,0.77,272.59,69.68,70.2,8.34,0.13,0.66,3.0,12.52,11.8,3.48,38.56,0.0,94.03,4.66,232.88,3.94,7.95,232.88,50160.0
4370,1355875200.0,2012.0,12.0,19.0,19/12/2012,51.0,0.48,313.59,44.73,67.87,6.03,0.11,0.54,5.62,14.44,14.02,4.64,46.0,0.27,93.82,8.16,244.81,3.79,11.66,245.0,50220.0
4371,1355961600.0,2012.0,12.0,20.0,20/12/2012,51.0,0.8,218.73,70.03,70.6,8.36,0.13,0.65,4.21,3.73,2.91,1.53,31.44,0.06,95.73,6.11,316.38,4.13,8.12,316.88,50160.0
4372,1356048000.0,2012.0,12.0,21.0,21/12/2012,51.0,0.7,250.54,62.51,70.2,7.68,0.12,0.63,2.59,5.47,5.13,1.71,31.88,0.0,95.69,4.22,226.69,4.02,7.25,226.69,50220.0
4373,1356134400.0,2012.0,12.0,22.0,22/12/2012,51.0,0.66,283.99,62.04,67.06,7.59,0.12,0.62,4.19,8.83,8.67,3.11,40.06,0.0,95.02,6.16,209.69,3.68,9.38,209.94,50160.0
4374,1356220800.0,2012.0,12.0,23.0,23/12/2012,52.0,0.37,318.05,35.62,68.09,5.01,0.09,0.48,3.66,11.27,10.76,4.39,54.0,0.0,94.4,5.42,259.81,3.73,8.7,260.44,50220.0
4375,1356307200.0,2012.0,12.0,24.0,24/12/2012,52.0,0.65,281.64,59.98,68.96,7.44,0.13,0.65,1.95,5.67,5.98,3.05,51.88,1.32,94.22,2.98,96.12,3.86,5.31,97.38,50160.0
4376,1356393600.0,2012.0,12.0,25.0,25/12/2012,52.0,0.41,304.7,39.13,66.95,5.16,0.09,0.45,5.65,0.1,0.31,2.75,65.0,1.46,94.33,8.1,297.62,3.73,10.73,298.19,50100.0
4377,1356480000.0,2012.0,12.0,26.0,26/12/2012,52.0,0.52,253.33,49.88,69.12,6.57,0.1,0.49,2.55,-2.79,-1.54,1.77,56.25,0.03,95.01,3.7,214.06,3.84,5.15,214.19,50160.0
4378,1356566400.0,2012.0,12.0,27.0,27/12/2012,52.0,0.61,273.31,57.02,66.52,7.11,0.12,0.57,2.42,1.77,1.7,2.81,63.94,0.0,94.17,3.8,165.94,3.7,5.73,166.69,50100.0
4379,1356652800.0,2012.0,12.0,28.0,28/12/2012,52.0,0.51,272.94,46.84,69.29,5.98,0.09,0.45,3.2,-0.19,-0.01,2.62,69.12,0.0,94.69,4.82,267.5,3.9,7.01,282.31,50040.0
4380,1356739200.0,2012.0,12.0,29.0,29/12/2012,52.0,0.53,259.19,50.59,70.43,6.59,0.1,0.52,1.38,1.94,2.07,2.14,50.0,0.0,95.64,2.5,208.69,3.99,4.29,193.62,50100.0
4381,1356825600.0,2012.0,12.0,30.0,30/12/2012,53.0,0.27,302.22,27.41,67.05,3.91,0.07,0.34,3.53,3.05,2.73,2.56,52.38,0.54,95.29,5.2,167.44,3.65,8.01,167.94,50040.0
4382,1356912000.0,2012.0,12.0,31.0,31/12/2012,53.0,0.39,317.41,38.69,64.53,5.14,0.09,0.41,3.46,8.73,8.55,4.82,67.19,1.88,94.59,5.2,241.88,3.54,7.71,242.31,50040.0
4383,1356998400.0,2013.0,1.0,1.0,01/01/2013,1.0,0.59,284.95,56.67,69.36,7.2,0.12,0.62,3.17,1.83,2.76,2.81,63.12,0.1,95.2,4.43,184.94,3.88,6.03,184.62,49980.0
4384,1357084800.0,2013.0,1.0,2.0,02/01/2013,1.0,0.48,263.92,46.65,70.23,6.2,0.1,0.52,1.46,1.32,1.07,2.44,58.0,0.0,95.39,2.28,226.0,3.9,3.39,225.19,49920.0
4385,1357171200.0,2013.0,1.0,3.0,03/01/2013,1.0,0.32,296.88,32.07,69.78,4.52,0.08,0.4,1.98,1.84,1.69,2.62,60.0,0.83,95.77,3.05,55.94,3.83,4.43,56.25,49920.0
4386,1357257600.0,2013.0,1.0,4.0,04/01/2013,1.0,0.22,317.46,22.65,68.05,3.33,0.06,0.3,1.26,1.52,1.62,3.3,75.62,3.65,95.83,1.91,215.88,3.74,2.74,215.5,49920.0
4387,1357344000.0,2013.0,1.0,5.0,05/01/2013,1.0,0.76,255.67,71.73,72.31,8.54,0.13,-999.0,2.53,3.69,2.61,3.17,65.81,1.9,95.41,3.74,257.06,4.04,5.22,257.94,49860.0
4388,1357430400.0,2013.0,1.0,6.0,06/01/2013,2.0,0.71,234.37,68.17,72.73,8.39,0.14,-999.0,2.21,2.84,2.5,2.69,58.06,0.0,95.68,3.55,168.81,4.05,5.7,169.44,49800.0
4389,1357516800.0,2013.0,1.0,7.0,07/01/2013,2.0,0.38,283.18,38.2,71.21,5.31,0.09,0.47,2.23,2.83,2.33,3.05,64.94,0.0,95.1,3.63,149.25,3.99,5.98,149.5,49740.0
4390,1357603200.0,2013.0,1.0,8.0,08/01/2013,2.0,0.15,328.36,16.62,64.34,2.45,0.05,0.23,2.55,4.69,4.59,5.31,92.88,3.12,94.56,3.8,81.56,3.48,5.55,82.69,49680.0
4391,1357689600.0,2013.0,1.0,9.0,09/01/2013,2.0,0.16,339.28,18.46,70.2,2.71,0.05,0.22,3.81,6.16,5.98,5.92,95.0,27.83,94.71,5.46,26.75,3.71,7.43,28.44,49680.0
4392,1357776000.0,2013.0,1.0,10.0,10/01/2013,2.0,0.53,314.81,53.91,71.8,6.91,0.09,0.45,3.08,8.66,8.71,5.49,76.44,0.32,94.39,4.53,247.62,3.91,6.89,247.75,49620.0
4393,1357862400.0,2013.0,1.0,11.0,11/01/2013,2.0,0.57,314.59,56.98,70.59,7.26,0.1,0.52,4.35,11.94,11.42,5.92,66.44,0.0,94.07,6.39,209.12,3.9,9.93,209.31,49560.0
